store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,banner,province_code,province_name,cma_code,cma_name,cma_type,fsa,coord_source,geo_source,osm_id,osm_type
osm:node/1727149580,,,大統華 T&T Supermarket,open,9255 Woodbine Avenue,Markham,,,Ontario,L6C 1Y9,CA,43.8690033,-79.3603219,America/Toronto,Asian Specialty,,,T&T Supermarket,ON,Ontario,535,Toronto,B,L6C,osm,osm+postcode_letter,1727149580,node
osm:node/1736464391,,https://www.maxi.ca/,Maxi Saint-Romuald,open,940 Chemin du Sault,Lévis,,,Quebec,G6W 5M6,CA,46.7300367,-71.2711757,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,G6W,osm,osm+postcode_letter,1736464391,node
osm:node/1737960052,,,No Frills,open,1688 West 4th Avenue,Vancouver,,,British Columbia,,CA,49.2678023,-123.1428569,America/Vancouver,Discount,,,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,1737960052,node
osm:node/1748529619,,,No Frills,open,1500 Riverside Drive,Timmins,,,Ontario,,CA,48.4736295,-81.3834191,America/Toronto,Discount,,,No Frills,ON,Ontario,586,Timmins,D,,osm,osm+pip,1748529619,node
osm:node/1812144740,,,Maxi,open,,,,,Quebec,,CA,47.6463858,-70.1524183,America/Toronto,Discount,,,Maxi,QC,Quebec,,,,,osm,osm+pip,1812144740,node
osm:node/1843995390,,https://www.provigo.ca/fr_CA/storedetail.2226.html,Provigo,open,2300 Chemin Lucerne,Montréal,,,Quebec,H3R 2J8,CA,45.5066595,-73.6620412,America/Toronto,Supermarket,,514-735-0731,Provigo,QC,Quebec,462,Montréal,B,H3R,osm,osm+postcode_letter,1843995390,node
osm:node/1846304902,,,Your Independent Grocer,open,30 Kenderdine Road,Saskatoon,,,Saskatchewan,S7N 4M8,CA,52.1450181,-106.5763518,America/Regina,Supermarket,,,Your Independent Grocer,SK,Saskatchewan,725,Saskatoon,B,S7N,osm,osm+postcode_letter,1846304902,node
osm:node/1886943626,,,Your Independent Grocer,open,24 Commercial Drive,Burks Fall,,,Ontario,P0A 1C0,CA,45.6096167,-79.4029006,America/Toronto,Supermarket,,705-382-3134,Your Independent Grocer,ON,Ontario,,,,P0A,osm,osm+postcode_letter,1886943626,node
osm:node/1887085673,,,Valu-mart,open,,,,,Ontario,,CA,46.0801775,-79.3608114,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,575,North Bay,K,,osm,osm+pip,1887085673,node
osm:node/1895659822,,https://www.nofrills.ca/LCLOnline/home.jsp?_requestid=210177,No Frills,open,,,,,Ontario,,CA,46.3348191,-79.4683159,America/Toronto,Discount,,,No Frills,ON,Ontario,575,North Bay,K,,osm,osm+pip,1895659822,node
osm:node/1940980316,,https://www.maxi.ca/fr_CA/storedetail.2062.html,Maxi,open,310 Avenue Dorval,,,,Quebec,,CA,45.4442605,-73.7417136,America/Toronto,Discount,,514-631-6234,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip+nearest,1940980316,node
osm:node/1953972101,,https://www.valumart.ca/,Valu-mart,open,,,,,Ontario,,CA,44.4759624,-77.312031,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,1953972101,node
osm:node/1959928536,,,Zehrs,open,,,,,Ontario,,CA,43.3926709,-80.4313932,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,,osm,osm+pip,1959928536,node
osm:node/1966025135,,https://www.tntsupermarket.com/eng/,大統華 T&T Supermarket,open,,,,,Ontario,,CA,43.8622441,-79.4326858,America/Toronto,Asian Specialty,,,T&T Supermarket,ON,Ontario,535,Toronto,B,,osm,osm+pip,1966025135,node
osm:node/2033405315,,,Zehrs,open,,,,,Ontario,,CA,43.5229125,-80.2895504,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,550,Guelph,B,,osm,osm+pip,2033405315,node
osm:node/2036617396,,,Provigo,open,Rue des Oblats Nord,,,,Quebec,,CA,47.3413882,-79.4362143,America/Toronto,Supermarket,,,Provigo,QC,Quebec,,,,,osm,osm+pip,2036617396,node
osm:node/2041288686,,,Maxi,open,,,,,Quebec,,CA,46.7624708,-71.2840133,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip+nearest,2041288686,node
osm:node/2044802742,,,Maxi,open,,,,,Quebec,,CA,46.0217792,-73.1044543,America/Toronto,Discount,,,Maxi,QC,Quebec,454,Sorel-Tracy,D,,osm,osm+pip,2044802742,node
osm:node/2079239153,,https://www.zehrs.ca/,Zehrs,open,,,,,Ontario,N2A 1H1,CA,43.4499358,-80.4457033,America/Toronto,Supermarket,,519-893-7930,Zehrs,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,N2A,osm,osm+postcode_letter,2079239153,node
osm:node/2081678745,,https://www.nofrills.ca/,No Frills,open,,,,,Ontario,,CA,44.126317,-79.566821,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,2081678745,node
osm:node/2091153854,,,Your Independent Grocer,open,,,,,Ontario,,CA,43.3633743,-81.4811119,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,2091153854,node
osm:node/2133214276,,,Maxi,open,1220 Boulevard Louis-XIV,,,,Quebec,,CA,46.8701173,-71.255007,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,2133214276,node
osm:node/2203361467,,,Maxi,open,101 Boulevard des Hauts-Bois,Sainte-Julie,,,Quebec,,CA,45.5718369,-73.3270057,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,2203361467,node
osm:node/2213666893,,,Your Independent Grocer,open,296 Bank Street,,,,Ontario,,CA,45.4150313,-75.6964903,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,2213666893,node
osm:node/2244990579,,,Maxi,open,,,,,Quebec,,CA,48.8518217,-67.5089269,America/Toronto,Discount,,,Maxi,QC,Quebec,403,Matane,D,,osm,osm+pip,2244990579,node
osm:node/2282221079,,,Fortinos,open,,,,,Ontario,,CA,43.3347621,-79.9027066,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,,osm,osm+pip,2282221079,node
osm:node/2296012305,,,No Frills,open,,,,,Ontario,,CA,42.7507399,-81.7141419,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,2296012305,node
osm:node/2297684640,,,No Frills,open,,,,,British Columbia,,CA,49.2625921,-122.8402986,America/Vancouver,Discount,,,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,2297684640,node
osm:node/2303748318,,,No Frills,open,,,,,Prince Edward Island,,CA,46.2312584,-63.0988985,America/Halifax,Discount,,,No Frills,PE,Prince Edward Island,105,Charlottetown,D,,osm,osm+pip+nearest,2303748318,node
osm:node/2316085582,,https://www.nofrills.ca/store-locator/details/3149,No Frills,open,1515 King Street East,Cambridge,,,Ontario,N3H 3R6,CA,43.3899208,-80.3456939,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,N3H,osm,osm+postcode_letter,2316085582,node
osm:node/2332268381,,,Provigo,open,,,,,Quebec,,CA,45.464001,-73.6287559,America/Toronto,Supermarket,,,Provigo,QC,Quebec,462,Montréal,B,,osm,osm+pip,2332268381,node
osm:node/2342125658,,,Maxi,open,130 Route Racette,,,,Quebec,,CA,46.7403956,-71.4674351,America/Toronto,Discount,,418-878-2615,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip+nearest,2342125658,node
osm:node/2369253779,,https://tntsupermarket.com,大統華 T&T Supermarket,open,8339 Kennedy Road,Markham,,,Ontario,L3R 5T5,CA,43.8572775,-79.303517,America/Toronto,Asian Specialty,,905-470-9113,T&T Supermarket,ON,Ontario,535,Toronto,B,L3R,osm,osm+postcode_letter,2369253779,node
osm:node/2406419046,,,Maxi,open,,,,,Quebec,,CA,45.5907154,-70.904916,America/Toronto,Discount,,,Maxi,QC,Quebec,,,,,osm,osm+pip,2406419046,node
osm:node/2426270191,,,Maxi Lebourgneuf,open,350 Rue Bouvier,Québec,,,Quebec,,CA,46.8411111,-71.2704822,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+postcode_letter,2426270191,node
osm:node/2435603579,,,Provigo,open,,,,,Quebec,,CA,46.8915646,-71.2141567,America/Toronto,Supermarket,,,Provigo,QC,Quebec,421,Québec,B,,osm,osm+pip,2435603579,node
osm:node/2495284458,,,Your Independent Grocer,open,134 Main Street,,,,Ontario,,CA,43.7698617,-80.0648757,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,2495284458,node
osm:node/2522145979,,,Maxi,open,,,,,Quebec,,CA,46.8227016,-71.2542457,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,2522145979,node
osm:node/2526965024,,,No Frills,open,24 Forwell Creek Road,Waterloo,,,Ontario,N2J 3Z3,CA,43.4863382,-80.5245365,America/Toronto,Discount,,,No Frills,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,N2J,osm,osm+postcode_letter,2526965024,node
osm:node/2526965025,,https://www.wholesaleclub.ca/,Wholesale Club,open,24 Forwell Creek Road,Waterloo,,,Ontario,N2J 3Z3,CA,43.4867106,-80.5248134,America/Toronto,Wholesale,,519-880-0355,Wholesale Club,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,N2J,osm,osm+postcode_letter,2526965025,node
osm:node/2546830412,,,Maxi,open,,,,,Quebec,,CA,46.7940264,-71.1759636,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,2546830412,node
osm:node/2638931052,,https://www.maxi.ca/store-locator/?storeId=8772,Maxi,open,1870 Boulevard Saint-Joseph,Drummondville,,,Quebec,J2B 1R2,CA,45.8795998,-72.4874013,America/Toronto,Discount,,819-472-1197,Maxi,QC,Quebec,447,Drummondville,B,J2B,osm,osm+postcode_letter,2638931052,node
osm:node/2645334306,,,No Frills,open,20150 Langley Bypass,,,,British Columbia,,CA,49.1121799,-122.6650652,America/Vancouver,Discount,,866-987-6453,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,2645334306,node
osm:node/2683742021,,,No Frills,open,,,,,Ontario,,CA,43.6645883,-79.7812292,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,2683742021,node
osm:node/2689884941,,,Maxi,open,,,,,Quebec,,CA,50.2253523,-66.3930726,America/Toronto,Discount,,,Maxi,QC,Quebec,412,Sept-Îles,D,,osm,osm+pip,2689884941,node
osm:node/2693178922,,,No Frills,open,,,,,Ontario,,CA,44.2588956,-76.9643803,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,2693178922,node
osm:node/2698193303,,,Your Independent Grocer,open,,,,,Ontario,,CA,43.8424779,-79.1055981,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,535,Toronto,B,,osm,osm+pip,2698193303,node
osm:node/2700231605,,,Maxi,open,900 Boulevard Grignon,Saint-Jérôme,,,Quebec,,CA,45.7930029,-74.0169298,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,2700231605,node
osm:node/2701467053,,,No Frills,open,,,,,Ontario,,CA,43.8480609,-79.0720979,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,2701467053,node
osm:node/2704631439,,,No Frills,open,2410 23rd Street West,Saskatoon,,,Saskatchewan,S7M 0V7,CA,52.1298327,-106.707283,America/Regina,Discount,,,No Frills,SK,Saskatchewan,725,Saskatoon,B,S7M,osm,osm+postcode_letter,2704631439,node
osm:node/2707148173,,,Fortinos,open,,,,,Ontario,,CA,43.3698466,-79.7533374,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,,osm,osm+pip,2707148173,node
osm:node/2745594554,,,Valu-mart,open,,,,,Ontario,,CA,46.1839594,-82.9496532,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,2745594554,node
osm:node/2758557315,,,No Frills,open,,,,,Ontario,,CA,43.9134308,-78.9236891,America/Toronto,Discount,,,No Frills,ON,Ontario,532,Oshawa,B,,osm,osm+pip,2758557315,node
osm:node/2799797419,,https://www.nofrills.ca/en/store-locator/details/3660,No Frills,open,1054 Centre Street,,,,Ontario,L4J 3M8,CA,43.8100467,-79.4603891,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,535,Toronto,B,L4J,osm,osm+postcode_letter,2799797419,node
osm:node/2863371911,,https://www.maxi.ca/store-locator/details/7214,Maxi,open,90 Boulevard Morgan,,,,Quebec,H9X 3A8,CA,45.4176162,-73.9174553,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H9X,osm,osm+postcode_letter,2863371911,node
osm:node/2882563955,,,Maxi,open,,,,,Quebec,,CA,45.593861,-73.5700751,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,2882563955,node
osm:node/2890398311,,,Valu-mart,open,,,,,Ontario,,CA,44.5951836,-80.5799623,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,2890398311,node
osm:node/2909423024,,https://www.nofrills.ca//store-locator/Richard%20&%20Ruth's%20NOFRILLS%20Markham/3620?storeId=3620,No Frills,open,8601 Warden Avenue,Markham,,,Ontario,L3R 0B5,CA,43.8583353,-79.3335982,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,535,Toronto,B,L3R,osm,osm+postcode_letter,2909423024,node
osm:node/2933587758,,,Provigo,open,,,,,Quebec,,CA,45.5911398,-73.4343048,America/Toronto,Supermarket,,,Provigo,QC,Quebec,462,Montréal,B,,osm,osm+pip,2933587758,node
osm:node/2966297757,,,No Frills,open,,,,,Ontario,,CA,43.7592932,-79.7195257,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,2966297757,node
osm:node/2968679882,,https://www.valumart.ca/en_CA.html,Valu-mart,open,40 Meredith Street,Gore Bay,,,Ontario,P0P 1H0,CA,45.9160606,-82.4642045,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,P0P,osm,osm+postcode_letter,2968679882,node
osm:node/3017363957,,,Zehrs,open,,,,,Ontario,,CA,43.1711732,-80.2502673,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,543,Brantford,B,,osm,osm+pip,3017363957,node
osm:node/3018124410,,,Wholesale Club,open,,,,,Ontario,,CA,44.3715488,-79.6711622,America/Toronto,Wholesale,,,Wholesale Club,ON,Ontario,568,Barrie,B,,osm,osm+pip,3018124410,node
osm:node/3027815008,,,Your Independent Grocer,open,,,,,Saskatchewan,,CA,52.8573666,-104.5978519,America/Regina,Supermarket,,,Your Independent Grocer,SK,Saskatchewan,,,,,osm,osm+pip,3027815008,node
osm:node/3057821391,,,No Frills,open,1300 Topsail Road,Paradise,,,Newfoundland and Labrador,A1L 1N9,CA,47.5344183,-52.8397197,America/St_Johns,Discount,,866-987-6453,No Frills,NL,Newfoundland and Labrador,001,St. John's,B,A1L,osm,osm+postcode_letter,3057821391,node
osm:node/3065756397,,https://www.nofrills.ca/store-locator/Mike%27s+nofrills/2701?storeId=2701,No Frills,open,16 Dentith Road,Halifax,,,Nova Scotia,B3R 2H9,CA,44.6132366,-63.6206914,America/Halifax,Discount,,866-987-6453,No Frills,NS,Nova Scotia,205,Halifax,B,B3R,osm,osm+postcode_letter,3065756397,node
osm:node/3067380906,,https://www.provigo.ca/en_CA/storedetail.2174.html,Maxi,open,167 Rue de la Reine,Gaspé,,,Quebec,G4X 2W6,CA,48.8285937,-64.4844333,America/Toronto,Discount,,418-368-7144,Maxi,QC,Quebec,,,,G4X,osm,osm+postcode_letter,3067380906,node
osm:node/3089608872,,,Zehrs,open,,,,,Ontario,,CA,44.2275373,-79.4486429,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,535,Toronto,B,,osm,osm+pip,3089608872,node
osm:node/3119665399,,https://www.zehrs.ca/store-locator/details/0500,Zehrs,open,124 Clair Road East,Guelph,,,Ontario,N1L 0G6,CA,43.5030743,-80.1895781,America/Toronto,Supermarket,,519-836-0760,Zehrs,ON,Ontario,550,Guelph,B,N1L,osm,osm+postcode_letter,3119665399,node
osm:node/3146523070,,,Maxi,open,,,,,Quebec,,CA,48.4142458,-71.2511849,America/Toronto,Discount,,,Maxi,QC,Quebec,408,Saguenay,B,,osm,osm+pip,3146523070,node
osm:node/3191652875,,,Zehrs,open,800 Tower Street South,Fergus,,,Ontario,N1M 2R3,CA,43.6975199,-80.3687998,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,531,Centre Wellington,D,N1M,osm,osm+postcode_letter,3191652875,node
osm:node/3288802961,,,No Frills,open,345 Bloor Street East,Toronto,,,Ontario,M4W 3J6,CA,43.6716106,-79.3781127,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,M4W,osm,osm+postcode_letter,3288802961,node
osm:node/3306493403,,,No Frills,open,3685 Keele Street,North York,,,Ontario,M3J 3H6,CA,43.7541597,-79.4876884,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,M3J,osm,osm+postcode_letter,3306493403,node
osm:node/3328541865,,,Valu-mart,open,,,,,Ontario,,CA,45.4889009,-77.682769,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,3328541865,node
osm:node/3366069921,,,Fortinos,open,,,,,Ontario,,CA,43.2049741,-79.8938679,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,537,Hamilton,B,,osm,osm+pip,3366069921,node
osm:node/3390473276,,https://www.yourindependentgrocer.ca/,Your Independent Grocer,open,,,,,British Columbia,,CA,49.2185972,-123.0399075,America/Vancouver,Supermarket,,,Your Independent Grocer,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,3390473276,node
osm:node/3396318852,,,No Frills,open,1030 King Street West,,,,Ontario,,CA,43.6415625,-79.4152848,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,3396318852,node
osm:node/3441941011,,,No Frills,open,,,,,Newfoundland and Labrador,,CA,48.1613207,-53.9707281,America/St_Johns,Discount,,,No Frills,NL,Newfoundland and Labrador,,,,,osm,osm+pip,3441941011,node
osm:node/3488798145,,,No Frills,open,,,,,Nova Scotia,,CA,46.1431278,-60.1629557,America/Halifax,Discount,,,No Frills,NS,Nova Scotia,225,Cape Breton,D,,osm,osm+pip,3488798145,node
osm:node/3628186215,,,No Frills,open,10126 150 Street NW,Edmonton,,,Alberta,T5P 1P1,CA,53.5421228,-113.5809314,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,T5P,osm,osm+postcode_letter,3628186215,node
osm:node/3651278810,,,Maxi,open,,,,,Quebec,,CA,45.4894744,-73.4930946,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,3651278810,node
osm:node/3651370936,,,Valu-mart,open,,,,,Ontario,,CA,43.4664653,-81.1949162,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,3651370936,node
osm:node/3701654086,,,Maxi,open,475 Route des Rivières,Lévis,,,Quebec,G7A 5G2,CA,46.7167866,-71.2970038,America/Toronto,Discount,,418-836-6695,Maxi,QC,Quebec,421,Québec,B,G7A,osm,osm+postcode_letter,3701654086,node
osm:node/3828760449,,,Zehrs,open,,,,,Ontario,,CA,43.5693843,-80.8347126,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,,,,,osm,osm+pip,3828760449,node
osm:node/3864207065,,,Maxi,open,,,,,Quebec,,CA,45.2615105,-74.1280524,America/Toronto,Discount,,,Maxi,QC,Quebec,465,Salaberry-de-Valleyfield,D,,osm,osm+pip+nearest,3864207065,node
osm:node/3949251395,,,Your Independent Grocer,open,,,,,New Brunswick,,CA,45.9959463,-67.2363508,America/Moncton,Supermarket,,,Your Independent Grocer,NB,New Brunswick,,,,,osm,osm+pip,3949251395,node
osm:node/3959940194,,,No Frills,open,,,,,Alberta,,CA,53.5154872,-113.4998504,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,3959940194,node
osm:node/3965204985,,,大統華 T&T Supermarket,open,458 Southwest Marine Drive,Vancouver,,,British Columbia,V5X 0C4,CA,49.209749,-123.116122,America/Vancouver,Asian Specialty,,,T&T Supermarket,BC,British Columbia,933,Vancouver,B,V5X,osm,osm+postcode_letter,3965204985,node
osm:node/3982957806,,,No Frills,open,,,,,Ontario,,CA,43.907907,-79.6518837,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,3982957806,node
osm:node/3992899569,,,No Frills,open,240 Dufferin Street,Bridgewater,,,Nova Scotia,B4V 2G7,CA,44.3703556,-64.5249661,America/Halifax,Discount,,866-987-6453,No Frills,NS,Nova Scotia,,,,B4V,osm,osm+postcode_letter,3992899569,node
osm:node/4016655600,,,No Frills,open,,,,,Ontario,,CA,43.5881634,-79.7411237,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,4016655600,node
osm:node/4023857905,,https://www.loblaws.ca/en/store-locator/details/1007,Loblaws,open,60 Carlton Street,Toronto,,,Ontario,M5B 1J2,CA,43.6620174,-79.3797482,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,M5B,osm,osm+postcode_letter,4023857905,node
osm:node/4061609618,,,Your Independent Grocer,open,25 Meadowbank Road,Cornwall,,,Prince Edward Island,,CA,46.2261955,-63.2193252,America/Halifax,Supermarket,,,Your Independent Grocer,PE,Prince Edward Island,105,Charlottetown,D,,osm,osm+pip,4061609618,node
osm:node/4063570204,,,No Frills,open,339 University Avenue,Charlottetown,,,Prince Edward Island,C1A 4M8,CA,46.2418418,-63.1343049,America/Halifax,Discount,,,No Frills,PE,Prince Edward Island,105,Charlottetown,D,C1A,osm,osm+postcode_letter,4063570204,node
osm:node/4172811291,,,Maxi,open,,,,,Quebec,,CA,48.5651732,-71.6402059,America/Toronto,Discount,,,Maxi,QC,Quebec,410,Alma,D,,osm,osm+pip,4172811291,node
osm:node/4236615849,,,No Frills,open,,,,,Ontario,,CA,43.7737154,-79.6124974,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,4236615849,node
osm:node/4238210091,,,No Frills,open,4508 Fraser Street,,,,British Columbia,,CA,49.2445601,-123.0899892,America/Vancouver,Discount,,,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,4238210091,node
osm:node/4244207495,,,Maxi,open,820 Boulevard du Curé-Labelle,Blainville,,,Quebec,,CA,45.6688607,-73.8714815,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,4244207495,node
osm:node/4253506981,,,No Frills,open,449 Parliament Street,Toronto,,,Ontario,,CA,43.6634152,-79.3673859,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,4253506981,node
osm:node/4274826260,,https://nofrillssupermarkets.com/home/#,No Frills,open,6460 Lundys Lane,,,,Ontario,L2G 1T6,CA,43.0887264,-79.1023373,America/Toronto,Discount,,,No Frills,ON,Ontario,539,St. Catharines - Niagara,B,L2G,osm,osm+postcode_letter,4274826260,node
osm:node/4282270409,,,Maxi,open,,,,,Quebec,,CA,48.1758989,-65.8467814,America/Toronto,Discount,,,Maxi,QC,Quebec,,,,,osm,osm+pip,4282270409,node
osm:node/4350327091,,,Maxi,open,,,,,Quebec,,CA,45.5756572,-73.8731802,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip+nearest,4350327091,node
