store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
5062,,https://www.walmart.com/store/5062-auburn-al,Walmart Neighborhood Market,open,2047 E University Dr,Auburn,,Alabama,AL,36830,US,32.6245,-85.45,America/Chicago,Neighborhood Market,,334-539-6214,01,01081,01081040904,010810409041000,12220,194,ceo,census,Lee County,"Auburn-Opelika, AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
356,,https://www.walmart.com/store/356-auburn-al,Walmart Supercenter,open,1717 S College St,Auburn,,Alabama,AL,36832,US,32.5709,-85.4965,America/Chicago,Supercenter,,334-821-2493,01,01081,01081040401,010810404013002,12220,194,ceo,census,Lee County,"Auburn-Opelika, AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
355,,https://www.walmart.com/store/355-opelika-al,Walmart Supercenter,open,2900 Pepperell Pkwy,Opelika,,Alabama,AL,36801,US,32.6356,-85.4213,America/Chicago,Supercenter,,334-745-9333,01,01081,01081041104,010810411041004,12220,194,ceo,census,Lee County,"Auburn-Opelika, AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
733,,https://www.walmart.com/store/733-valley-al,Walmart Supercenter,open,3501 20th Ave,Valley,,Alabama,AL,36854,US,32.8372,-85.1777,America/Chicago,Supercenter,,334-768-2118,01,01017,01017954700,010179547002008,29300,122,ceo,census,Chambers County,"LaGrange, GA-AL",FALSE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
5903,,https://www.walmart.com/store/5903-phenix-city-al,Walmart Neighborhood Market,open,3864 Us Highway 80 W,Phenix City,,Alabama,AL,36870,US,32.4699,-85.0841,America/Chicago,Neighborhood Market,,334-408-6069,01,01113,01113030906,011130309061000,17980,194,ceo,census,Russell County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
1284,,https://www.walmart.com/store/1284-phenix-city-al,Walmart Supercenter,open,3700 Us-280,Phenix City,,Alabama,AL,36867,US,32.4993,-85.0449,America/Chicago,Supercenter,,334-291-1700,01,01113,01113030402,011130304022009,17980,194,ceo,nominatim+fcc,Russell County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
4426,,https://www.walmart.com/store/4426-columbus-ga,Walmart Neighborhood Market,open,1042 Manchester Expy,Columbus,,Georgia,GA,31904,US,32.5061,-84.9775,America/New_York,Neighborhood Market,,706-330-5452,13,13215,13215000800,132150008002001,17980,194,ceo,nominatim+fcc,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
1311,,https://www.walmart.com/store/1311-columbus-ga,Walmart Supercenter,open,5448 Whittlesey Blvd Ste B,Columbus,,Georgia,GA,31909,US,32.5412,-84.9484,America/New_York,Supercenter,,706-322-8801,13,13215,13215010205,132150102052005,17980,194,ceo,census,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
4283,,https://www.walmart.com/store/4283-columbus-ga,Walmart Supercenter,open,2801 Airport Thruway,Columbus,,Georgia,GA,31909,US,32.5224,-84.9487,America/New_York,Supercenter,,706-653-4227,13,13215,13215010402,132150104021002,17980,194,ceo,census,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
1338,,https://www.walmart.com/store/1338-columbus-ga,Walmart Supercenter,open,3515 Victory Dr,Columbus,,Georgia,GA,31903,US,32.4238,-84.9451,America/New_York,Supercenter,,706-568-3222,13,13215,13215003200,132150032002002,17980,194,ceo,census,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
4421,,https://www.walmart.com/store/4421-columbus-ga,Walmart Neighborhood Market,open,7400 Blackmon Rd,Columbus,,Georgia,GA,31909,US,32.5525,-84.8958,America/New_York,Neighborhood Market,,706-330-5213,13,13215,13215010110,132150101101025,17980,194,ceo,census,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
5907,,https://www.walmart.com/store/5907-columbus-ga,Walmart Neighborhood Market,open,4909 Buena Vista Rd,Columbus,,Georgia,GA,31907,US,32.468,-84.9103,America/New_York,Neighborhood Market,,706-223-6914,13,13215,13215010607,132150106072005,17980,194,ceo,census,Muscogee County,"Columbus, GA-AL",TRUE,"Columbus-Auburn-Opelika, GA-AL"
5256,,https://www.walmart.com/store/5256-tuscaloosa-al,Walmart Neighborhood Market,open,4201 Hargrove Rd E,Tuscaloosa,,Alabama,AL,35405,US,33.17,-87.4826,America/Chicago,Neighborhood Market,,205-632-6205,01,01125,01125010802,011250108021036,46220,,ceo,nominatim+fcc,Tuscaloosa County,"Tuscaloosa, AL",TRUE,
712,,https://www.walmart.com/store/712-scottsboro-al,Walmart Supercenter,open,24833 John T Reid Pkwy,Scottsboro,,Alabama,AL,35768,US,34.6686,-86.0091,America/Chicago,Supercenter,,256-574-1126,01,01071,01071950901,010719509012005,42460,174,ceo,nominatim+fcc,Jackson County,"Scottsboro, AL",FALSE,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
715,,https://www.walmart.com/store/715-tuscaloosa-al,Walmart Supercenter,open,1501 Skyland Blvd E,Tuscaloosa,,Alabama,AL,35405,US,33.1658,-87.5184,America/Chicago,Supercenter,,205-750-0823,01,01125,01125012304,011250123041003,46220,,ceo,census,Tuscaloosa County,"Tuscaloosa, AL",TRUE,
2500,,https://www.walmart.com/store/2500-tuscaloosa-al,Walmart Neighborhood Market,open,8600 Hwy 69 S,Tuscaloosa,,Alabama,AL,35405,US,33.1283,-87.5491,America/Chicago,Neighborhood Market,,659-289-7102,,,,,,,ceo,none,,,,
5248,,https://www.walmart.com/store/5248-northport-al,Walmart Neighborhood Market,open,1660 Mcfarland Blvd,Northport,,Alabama,AL,35476,US,33.2397,-87.5736,America/Chicago,Neighborhood Market,,205-861-1263,01,01125,01125010204,011250102044024,46220,,ceo,census,Tuscaloosa County,"Tuscaloosa, AL",TRUE,
2306,,https://www.walmart.com/store/2306-northport-al,Walmart Supercenter,open,5710 Mcfarland Blvd,Northport,,Alabama,AL,35476,US,33.2364,-87.6153,America/Chicago,Supercenter,,205-333-7820,01,01125,01125010304,011250103041053,46220,,ceo,census,Tuscaloosa County,"Tuscaloosa, AL",TRUE,
2983,,https://www.walmart.com/store/2983-milton-fl,Walmart Neighborhood Market,open,6275 Us-90,Milton,,Florida,FL,32570,US,30.6054,-87.0623,America/Chicago,Neighborhood Market,,850-750-3082,12,12113,12113010602,121130106021082,37860,,ceo,nominatim+fcc,Santa Rosa County,"Pensacola-Ferry Pass-Brent, FL",TRUE,
990,,https://www.walmart.com/store/990-milton-fl,Walmart Supercenter,open,4965 Highway 90,Milton,,Florida,FL,32571,US,30.6008,-87.1168,America/Chicago,Supercenter,,850-995-0542,12,12113,12113010704,121130107041001,37860,,ceo,census,Santa Rosa County,"Pensacola-Ferry Pass-Brent, FL",TRUE,
727,,https://www.walmart.com/store/727-cedartown-ga,Walmart Supercenter,open,1585 Rome Hwy,Cedartown,,Georgia,GA,30125,US,34.0464,-85.2398,America/New_York,Supercenter,,770-748-1636,13,13233,13233010201,132330102011005,16340,122,ceo,census,Polk County,"Cedartown, GA",FALSE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
658,,https://www.walmart.com/store/658-rome-ga,Walmart Supercenter,open,2510 Redmond Cir Nw,Rome,,Georgia,GA,30165,US,34.2753,-85.2303,America/New_York,Supercenter,,706-236-9595,13,13115,13115001302,131150013022000,40660,122,ceo,census,Floyd County,"Rome, GA",TRUE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
5151,,https://www.walmart.com/store/5151-rome-ga,Walmart Supercenter,open,825 Cartersville Hwy Se,Rome,,Georgia,GA,30161,US,34.2209,-85.1304,America/New_York,Supercenter,,706-292-0838,13,13115,13115000900,131150009001003,40660,122,ceo,census,Floyd County,"Rome, GA",TRUE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
756,,https://www.walmart.com/store/756-trion-ga,Walmart Supercenter,open,13427 Highway 27,Trion,,Georgia,GA,30753,US,34.5217,-85.3161,America/New_York,Supercenter,,706-734-2931,13,13055,13055010201,130550102013019,44900,174,ceo,census,Chattooga County,"Summerville, GA",FALSE,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
4318,,https://www.walmart.com/store/4318-millbrook-al,Walmart Supercenter,open,145 Kelley Blvd,Millbrook,,Alabama,AL,36054,US,32.4938,-86.3985,America/Chicago,Supercenter,,334-285-0311,01,01051,01051031001,010510310012014,33860,388,ceo,nominatim+fcc,Elmore County,"Montgomery, AL",TRUE,"Montgomery-Selma, AL"
483,,https://www.walmart.com/store/483-prattville-al,Walmart Supercenter,open,1903 Cobbs Ford Rd,Prattville,,Alabama,AL,36066,US,32.4608,-86.4163,America/Chicago,Supercenter,,334-361-2135,01,01001,01001020502,010010205021005,33860,388,ceo,nominatim+fcc,Autauga County,"Montgomery, AL",TRUE,"Montgomery-Selma, AL"
934,,https://www.walmart.com/store/934-daphne-al,Walmart Supercenter,open,27520 Us Highway 98,Daphne,,Alabama,AL,36526,US,30.6251,-87.9047,America/Chicago,Supercenter,,251-626-0923,01,01003,01003010710,010030107101000,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
4333,,https://www.walmart.com/store/4333-fairhope-al,Walmart Supercenter,open,10040 County Road 48,Fairhope,,Alabama,AL,36532,US,30.5217,-87.8489,America/Chicago,Supercenter,,251-990-9006,01,01003,01003011104,010030111042013,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
6173,,https://www.walmart.com/store/6173-robertsdale-al,Walmart Supercenter,open,21141 State Highway 59,Robertsdale,,Alabama,AL,36567,US,30.5319,-87.7108,America/Chicago,Supercenter,,251-947-4424,01,01003,01003010908,010030109082078,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
5740,,https://www.walmart.com/store/5740-mobile-al,Walmart Neighborhood Market,open,2570 Government Blvd,Mobile,,Alabama,AL,36606,US,30.6697,-88.1051,America/Chicago,Neighborhood Market,,251-586-6481,01,01097,01097002900,010970029001008,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
991,,https://www.walmart.com/store/991-mobile-al,Walmart Supercenter,open,101 E I65 Service Rd S,Mobile,,Alabama,AL,36606,US,30.6845,-88.1248,America/Chicago,Supercenter,,251-471-1105,01,01097,01097002800,010970028005018,33660,380,ceo,fcc,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
866,,https://www.walmart.com/store/866-mobile-al,Walmart Supercenter,open,5245 Rangeline Service Rd S,Mobile,,Alabama,AL,36619,US,30.5956,-88.1632,America/Chicago,Supercenter,,251-666-7972,01,01097,01097006802,010970068023020,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
5098,,https://www.walmart.com/store/5098-mobile-al,Walmart Neighborhood Market,open,1970 S University Blvd,Mobile,,Alabama,AL,36609,US,30.6496,-88.1623,America/Chicago,Neighborhood Market,,251-666-3373,01,01097,01097003707,010970037071018,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
4657,,https://www.walmart.com/store/4657-mobile-al,Walmart Neighborhood Market,open,6350 Cottage Hill Rd,Mobile,,Alabama,AL,36609,US,30.6415,-88.1897,America/Chicago,Neighborhood Market,,251-661-1717,01,01097,01097003706,010970037062014,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
4210,,https://www.walmart.com/store/4210-mobile-al,Walmart Neighborhood Market,open,1300 North University,Mobile,,Alabama,AL,36618,US,30.7168,-88.1645,America/Chicago,Neighborhood Market,,251-586-6227,01,01097,01097003406,010970034062006,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
1212,,https://www.walmart.com/store/1212-saraland-al,Walmart Supercenter,open,1095 Industrial Pkwy,Saraland,,Alabama,AL,36571,US,30.8018,-88.0978,America/Chicago,Supercenter,,251-675-8000,01,01097,01097005400,010970054003009,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
4648,,https://www.walmart.com/store/4648-mobile-al,Walmart Neighborhood Market,open,6575 Airport Blvd,Mobile,,Alabama,AL,36608,US,30.6779,-88.1952,America/Chicago,Neighborhood Market,,251-370-9845,01,01097,01097003703,010970037031001,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
5744,,https://www.walmart.com/store/5744-theodore-al,Walmart Neighborhood Market,open,7320 Theodore Dawes Rd,Theodore,,Alabama,AL,36582,US,30.5636,-88.2131,America/Chicago,Neighborhood Market,,251-370-1723,01,01097,01097006903,010970069031023,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
853,,https://www.walmart.com/store/853-mobile-al,Walmart Supercenter,open,685 Schillinger Rd S,Mobile,,Alabama,AL,36695,US,30.6763,-88.2251,America/Chicago,Supercenter,,251-633-2211,01,01097,01097006411,010970064112013,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
904,,https://www.walmart.com/store/904-foley-al,Walmart Supercenter,open,2200 S Mckenzie St,Foley,,Alabama,AL,36535,US,30.3825,-87.6864,America/Chicago,Supercenter,,251-943-3400,01,01003,01003011503,010030115033024,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
4581,,https://www.walmart.com/store/4581-mobile-al,Walmart Supercenter,open,2500 Dawes Rd,Mobile,,Alabama,AL,36695,US,30.6391,-88.2464,America/Chicago,Supercenter,,251-633-6023,01,01097,01097006409,010970064093015,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
5174,,https://www.walmart.com/store/5174-semmes-al,Walmart Supercenter,open,7855 Moffett Rd,Semmes,,Alabama,AL,36575,US,30.7625,-88.2292,America/Chicago,Supercenter,,251-645-8224,01,01097,01097006307,010970063072046,33660,380,ceo,census,Mobile County,"Mobile, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
2748,,https://www.walmart.com/store/2748-gulf-shores-al,Walmart Supercenter,open,170 E Fort Morgan Rd,Gulf Shores,,Alabama,AL,36542,US,30.2677,-87.6864,America/Chicago,Supercenter,,251-968-5871,01,01003,01003011418,010030114181014,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
5653,,https://www.walmart.com/store/5653-orange-beach-al,Walmart Neighborhood Market,open,25241 Perdido Beach Blvd Ste W,Orange Beach,,Alabama,AL,36561,US,30.2692,-87.5942,America/Chicago,Neighborhood Market,,251-974-1810,01,01003,01003011418,010030114182003,19300,380,ceo,census,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
731,,https://www.walmart.com/store/731-demopolis-al,Walmart Supercenter,open,969 Us Highway 80 W,Demopolis,,Alabama,AL,36732,US,32.4934,-87.8496,America/Chicago,Supercenter,,334-289-2385,01,01091,01091973400,010919734004000,,,ceo,census,,,,
2534,,https://www.walmart.com/store/2534-dothan-al,Walmart Supercenter,open,3300 S Oates St,Dothan,,Alabama,AL,36301,US,31.179,-85.404,America/Chicago,Supercenter,,334-702-1310,01,01069,01069040802,010690408021045,20020,222,ceo,census,Houston County,"Dothan, AL",TRUE,"Dothan-Enterprise-Ozark, AL"
5769,,https://www.walmart.com/store/5769-dothan-al,Walmart Neighborhood Market,open,3871 W Main St,Dothan,,Alabama,AL,36305,US,31.2322,-85.4483,America/Chicago,Neighborhood Market,,334-547-6508,01,01069,01069040204,010690402043027,20020,222,ceo,census,Houston County,"Dothan, AL",TRUE,"Dothan-Enterprise-Ozark, AL"
604,,https://www.walmart.com/store/604-dothan-al,Walmart Supercenter,open,4310 Montgomery Hwy,Dothan,,Alabama,AL,36303,US,31.268,-85.4412,America/Chicago,Supercenter,,334-793-3099,01,01069,01069040302,010690403022014,20020,222,ceo,census,Houston County,"Dothan, AL",TRUE,"Dothan-Enterprise-Ozark, AL"
740,,https://www.walmart.com/store/740-ozark-al,Walmart Supercenter,open,1537 S Us Highway 231,Ozark,,Alabama,AL,36360,US,31.4452,-85.6507,America/Chicago,Supercenter,,334-774-0272,01,01045,01045020700,010450207002013,37120,222,ceo,census,Dale County,"Ozark, AL",FALSE,"Dothan-Enterprise-Ozark, AL"
734,,https://www.walmart.com/store/734-enterprise-al,Walmart Supercenter,open,600 Boll Weevil Cir,Enterprise,,Alabama,AL,36330,US,31.3179,-85.83,America/Chicago,Supercenter,,334-347-5353,01,01031,01031011000,010310110001017,21460,222,ceo,nominatim+fcc,Coffee County,"Enterprise, AL",FALSE,"Dothan-Enterprise-Ozark, AL"
1063,,https://www.walmart.com/store/1063-geneva-al,Walmart,open,1608 W Magnolia Ave,Geneva,,Alabama,AL,36340,US,31.0515,-85.8994,America/Chicago,Discount,,334-684-3681,01,01061,01061050300,010610503002022,20020,222,ceo,nominatim+fcc,Geneva County,"Dothan, AL",TRUE,"Dothan-Enterprise-Ozark, AL"
2114,,https://www.walmart.com/store/2114-chipley-fl,Walmart Supercenter,open,1621 Main St,Chipley,,Florida,FL,32428,US,30.7538,-85.551,America/Chicago,Supercenter,,850-638-2243,12,12133,12133970104,121339701041053,37460,,ceo,census,Washington County,"Panama City-Panama City Beach, FL",TRUE,
723,,https://www.walmart.com/store/723-troy-al,Walmart Supercenter,open,1420 Highway 231 S,Troy,,Alabama,AL,36081,US,31.7803,-85.9388,America/Chicago,Supercenter,,334-566-8012,01,01109,01109189102,011091891022014,45980,,ceo,census,Pike County,"Troy, AL",FALSE,
1638,,https://www.walmart.com/store/1638-eufaula-al,Walmart Supercenter,open,3176 S Eufaula Ave,Eufaula,,Alabama,AL,36027,US,31.8442,-85.1676,America/Chicago,Supercenter,,334-687-2218,01,01005,01005950900,010059509001021,21640,,ceo,census,Barbour County,"Eufaula, AL-GA",FALSE,
3484,,https://www.walmart.com/store/3484-pensacola-fl,Walmart Supercenter,open,2951 S Blue Angel Pkwy,Pensacola,,Florida,FL,32506,US,30.3608,-87.3616,America/Chicago,Supercenter,,850-458-5550,12,12033,12033002605,120330026052019,37860,,ceo,census,Escambia County,"Pensacola-Ferry Pass-Brent, FL",TRUE,
1052,,https://www.walmart.com/store/1052-fayette-al,Walmart Supercenter,open,3186 Highway 171 N,Fayette,,Alabama,AL,35555,US,33.7337,-87.8091,America/Chicago,Supercenter,,205-932-5277,01,01057,01057020300,010570203001004,,,ceo,census,,,,
362,,https://www.walmart.com/store/362-winfield-al,Walmart Supercenter,open,2575 Us Highway 43,Winfield,,Alabama,AL,35594,US,33.9382,-87.8412,America/Chicago,Supercenter,,205-487-4359,01,01093,01093964701,010939647013030,,,ceo,census,,,,
1100,,https://www.walmart.com/store/1100-hamilton-al,Walmart Supercenter,open,1706 Military St S,Hamilton,,Alabama,AL,35570,US,34.1197,-87.9923,America/Chicago,Supercenter,,205-921-3090,01,01093,01093964401,010939644012062,,,ceo,census,,,,
4188,,https://www.walmart.com/store/4188-florence-al,Walmart Neighborhood Market,open,1410 Florence Blvd,Florence,,Alabama,AL,35630,US,34.8179,-87.6565,America/Chicago,Neighborhood Market,,256-712-6195,01,01077,01077010700,010770107002001,22520,250,ceo,census,Lauderdale County,"Florence-Muscle Shoals, AL",TRUE,"Florence-Muscle Shoals-Russellville, AL"
4187,,https://www.walmart.com/store/4187-florence-al,Walmart Supercenter,open,2701 Cloverdale Road,Florence,,Alabama,AL,35633,US,34.843,-87.6918,America/Chicago,Supercenter,,256-712-6410,01,01077,01077011101,010770111014010,22520,250,ceo,census,Lauderdale County,"Florence-Muscle Shoals, AL",TRUE,"Florence-Muscle Shoals-Russellville, AL"
660,,https://www.walmart.com/store/660-muscle-shoals-al,Walmart Supercenter,open,301 Avalon Ave,Muscle Shoals,,Alabama,AL,35661,US,34.7451,-87.6741,America/Chicago,Supercenter,,256-381-0987,01,01033,01033020704,010330207043040,22520,250,ceo,census,Colbert County,"Florence-Muscle Shoals, AL",TRUE,"Florence-Muscle Shoals-Russellville, AL"
766,,https://www.walmart.com/store/766-florence-al,Walmart Supercenter,open,3100 Hough Rd,Florence,,Alabama,AL,35630,US,34.8342,-87.6253,America/Chicago,Supercenter,,256-767-7581,01,01077,01077010901,010770109012030,22520,250,ceo,census,Lauderdale County,"Florence-Muscle Shoals, AL",TRUE,"Florence-Muscle Shoals-Russellville, AL"
403,,https://www.walmart.com/store/403-russellville-al,Walmart Supercenter,open,13675 Highway 43,Russellville,,Alabama,AL,35653,US,34.4953,-87.7289,America/Chicago,Supercenter,,256-332-7382,01,01059,01059973000,010599730003072,40770,250,ceo,census,Franklin County,"Russellville, AL",FALSE,"Florence-Muscle Shoals-Russellville, AL"
