store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,county_name,cbsa_name,cbsa_metro,csa_name
246,simi-valley-cochran-street,https://www.target.com/sl/simi-valley-cochran-street/246,Simi Valley Cochran Street,Open,2907 Cochran St,Simi Valley,Ventura,California,CA,93065-2773,US,34.280264,-118.739242,America/Los_Angeles,Pfresh,117284,805-583-8933,06,06111,06111008101,061110081011002,37100,348,Ventura County,"Oxnard-Thousand Oaks-Ventura, CA",TRUE,"Los Angeles-Long Beach, CA"
249,westminster,https://www.target.com/sl/westminster/249,Westminster,Open,16400 Beach Blvd,Westminster,Orange,California,CA,92683-7858,US,33.725383,-117.98629,America/Los_Angeles,Pfresh,119104,714-841-4449,06,06059,06059099241,060590992412008,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
250,santa-ana-south-coast,https://www.target.com/sl/santa-ana-south-coast/250,Santa Ana South Coast,Open,3300 S Bristol St,Santa Ana,Orange,California,CA,92704-7246,US,33.702755,-117.886981,America/Los_Angeles,Pfresh,102960,714-641-4944,06,06059,06059074107,060590741072003,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
251,mesa-central,https://www.target.com/sl/mesa-central/251,Mesa Central,Open,1135 S Gilbert Rd,Mesa,Maricopa,Arizona,AZ,85204-5205,US,33.394166,-111.785987,America/Phoenix,Pfresh,112033,480-926-3443,04,04013,04013422502,040134225024016,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
253,great-falls,https://www.target.com/sl/great-falls/253,Great Falls,Open,2000 10th Ave S,Great Falls,Cascade,Montana,MT,59405-2753,US,47.493381,-111.271312,America/Denver,Gen Merch,79089,406-727-9281,30,30013,30013002100,300130021004008,24500,,Cascade County,"Great Falls, MT",TRUE,
254,san-angelo,https://www.target.com/sl/san-angelo/254,San Angelo,Open,4235 Sunset Dr,San Angelo,Tom Green,Texas,TX,76904-5653,US,31.431875,-100.501245,America/Chicago,Gen Merch,79577,325-949-5555,48,48451,48451001303,484510013033002,41660,,Tom Green County,"San Angelo, TX",TRUE,
255,irving,https://www.target.com/sl/irving/255,Irving,Open,3333 W Airport Fwy,Irving,Dallas,Texas,TX,75062-5921,US,32.839199,-96.990952,America/Chicago,Pfresh,101940,972-252-9888,48,48113,48113014306,481130143063010,19100,206,Dallas County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
256,aurora-se,https://www.target.com/sl/aurora-se/256,Aurora SE,Open,16910 E Quincy Ave,Aurora,Arapahoe,Colorado,CO,80015-2745,US,39.636674,-104.789979,America/Denver,Pfresh,116693,303-699-1020,08,08005,08005085700,080050857001006,19740,216,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
257,valencia,https://www.target.com/sl/valencia/257,Valencia,Open,24425 Magic Mountain Pkwy,Valencia,Los Angeles,California,CA,91355-3403,US,34.42068,-118.561229,America/Los_Angeles,Pfresh,116603,661-254-8001,06,06037,06037920115,060379201153018,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
258,chino-philadelphia-street,https://www.target.com/sl/chino-philadelphia-street/258,Chino Philadelphia Street,Open,5555 Philadelphia St,Chino,San Bernardino,California,CA,91710-2481,US,34.032494,-117.682043,America/Los_Angeles,Pfresh,101933,909-627-8433,06,06071,06071000603,060710006033004,40140,348,San Bernardino County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
259,aliso-viejo,https://www.target.com/sl/aliso-viejo/259,Aliso Viejo,Open,26932 La Paz Rd,Aliso Viejo,Orange,California,CA,92656-3038,US,33.570957,-117.705313,America/Los_Angeles,Gen Merch,121430,949-643-0337,06,06059,06059042320,060590423202009,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
260,st-louis-park-hwy-100,https://www.target.com/sl/st-louis-park-hwy-100/260,St Louis Park Hwy 100,Open,3601 Highway 100 S,Minneapolis,Hennepin,Minnesota,MN,55416-2500,US,44.936939,-93.346785,America/Chicago,Pfresh,105443,952-926-8855,27,27053,27053022901,270530229015005,33460,378,Hennepin County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
264,las-vegas-east,https://www.target.com/sl/las-vegas-east/264,Las Vegas East,Open,1200 S Nellis Blvd,Las Vegas,Clark,Nevada,NV,89104-5752,US,36.15806,-115.060962,America/Los_Angeles,Gen Merch,96113,702-438-8866,32,32003,32003004912,320030049123001,29820,332,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",TRUE,"Las Vegas-Henderson, NV"
265,las-vegas-flamingo,https://www.target.com/sl/las-vegas-flamingo/265,Las Vegas Flamingo,Open,4001 S Maryland Pkwy,Las Vegas,Clark,Nevada,NV,89119-7556,US,36.116541,-115.13886,America/Los_Angeles,Pfresh,122402,702-732-2218,32,32003,32003002406,320030024062004,29820,332,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",TRUE,"Las Vegas-Henderson, NV"
267,roseville-douglas-blvd,https://www.target.com/sl/roseville-douglas-blvd/267,Roseville Douglas Blvd,Open,1925 Douglas Blvd,Roseville,Placer,California,CA,95661-3834,US,38.745763,-121.254606,America/Los_Angeles,Pfresh,126623,916-786-8787,06,06061,06061020717,060610207171036,40900,472,Placer County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
271,douglas-county,https://www.target.com/sl/douglas-county/271,Douglas County,Open,1950 E County Line Rd,Highlands Ranch,Douglas,Colorado,CO,80126-2437,US,39.565063,-104.965672,America/Denver,Pfresh,118168,303-797-1911,08,08035,08035014107,080350141072000,19740,216,Douglas County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
273,modesto-mchenry-ave,https://www.target.com/sl/modesto-mchenry-ave/273,Modesto McHenry Ave,Open,3405 Mchenry Ave,Modesto,Stanislaus,California,CA,95350-1445,US,37.687154,-120.995583,America/Los_Angeles,Pfresh,130411,209-572-3341,06,06099,06099000801,060990008011000,33700,488,Stanislaus County,"Modesto, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
274,escondido,https://www.target.com/sl/escondido/274,Escondido,Open,1280 Auto Park Way,Escondido,San Diego,California,CA,92029-2231,US,33.113107,-117.099632,America/Los_Angeles,Pfresh,111853,760-489-6119,06,06073,06073020500,060730205001006,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
275,fresno-west,https://www.target.com/sl/fresno-west/275,Fresno West,Open,3150 W Shaw Ave,Fresno,Fresno,California,CA,93711-3215,US,36.809433,-119.847324,America/Los_Angeles,Pfresh,101933,559-275-7059,06,06019,06019004212,060190042125001,23420,260,Fresno County,"Fresno, CA",TRUE,"Fresno-Hanford-Corcoran, CA"
278,lakeside,https://www.target.com/sl/lakeside/278,Lakeside,Open,13221 Hall Rd,Utica,Macomb,Michigan,MI,48315-5834,US,42.628532,-82.996591,America/New_York,Pfresh,116740,586-254-7100,26,26099,26099228000,260992280002022,19820,220,Macomb County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
279,dearborn,https://www.target.com/sl/dearborn/279,Dearborn,Open,15901 Ford Rd,Dearborn,Wayne,Michigan,MI,48126-2800,US,42.32794,-83.199533,America/New_York,Pfresh,120889,313-336-5000,26,26163,26163574301,261635743012004,19820,220,Wayne County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
280,southland,https://www.target.com/sl/southland/280,Southland,Open,14099 Pardee Rd,Taylor,Wayne,Michigan,MI,48180-4792,US,42.203291,-83.255143,America/New_York,Pfresh,120845,734-374-0303,26,26163,26163982400,261639824001001,19820,220,Wayne County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
281,westland,https://www.target.com/sl/westland/281,Westland,Open,35401 Warren Rd,Westland,Wayne,Michigan,MI,48185-6590,US,42.337321,-83.390466,America/New_York,Pfresh,127237,734-728-4444,26,26163,26163568800,261635688003000,19820,220,Wayne County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
282,madison-heights,https://www.target.com/sl/madison-heights/282,Madison Heights,Open,32001 John R Rd,Madison Heights,Oakland,Michigan,MI,48071-1322,US,42.528515,-83.108536,America/New_York,Pfresh,114783,248-585-9000,26,26125,26125181001,261251810013002,19820,220,Oakland County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
286,santa-ana-17th-street,https://www.target.com/sl/santa-ana-17th-street/286,Santa Ana 17th Street,Open,1330 E 17th St,Santa Ana,Orange,California,CA,92705-8500,US,33.759257,-117.850704,America/Los_Angeles,Pfresh,106585,714-541-4593,06,06059,06059075403,060590754032000,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
288,woodland-hills,https://www.target.com/sl/woodland-hills/288,Woodland Hills,Open,20801 Ventura Blvd,Woodland Hills,Los Angeles,California,CA,91364-2319,US,34.167086,-118.585573,America/Los_Angeles,Pfresh,125094,818-713-2707,06,06037,06037137501,060371375012000,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
289,cerritos-bloomfield-avenue,https://www.target.com/sl/cerritos-bloomfield-avenue/289,Cerritos Bloomfield Avenue,Open,20200 Bloomfield Ave,Cerritos,Los Angeles,California,CA,90703-7821,US,33.847157,-118.062572,America/Los_Angeles,Pfresh,108195,562-860-9909,06,06037,06037554519,060375545192000,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
290,gardena,https://www.target.com/sl/gardena/290,Gardena,Open,2169 W Redondo Beach Blvd,Gardena,Los Angeles,California,CA,90247-3625,US,33.886675,-118.316079,America/Los_Angeles,Pfresh,143512,310-327-0762,06,06037,06037603400,060376034002015,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
291,riverside-arlington,https://www.target.com/sl/riverside-arlington/291,Riverside Arlington,Open,3333 Arlington Ave,Riverside,Riverside,California,CA,92506-3252,US,33.947388,-117.382433,America/Los_Angeles,Pfresh,100053,951-784-6430,,,,,,,,,,
293,fullerton-yorba-linda,https://www.target.com/sl/fullerton-yorba-linda/293,Fullerton Yorba Linda,Open,2920 Yorba Linda Blvd,Fullerton,Orange,California,CA,92831-1523,US,33.887729,-117.877297,America/Los_Angeles,Pfresh,104410,714-579-3090,06,06059,06059011504,060590115041002,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
294,north-hollywood,https://www.target.com/sl/north-hollywood/294,North Hollywood,Open,11051 Victory Blvd,North Hollywood,Los Angeles,California,CA,91606-3719,US,34.18816,-118.371645,America/Los_Angeles,Pfresh,134230,818-761-3083,06,06037,06037124201,060371242011000,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
296,poway,https://www.target.com/sl/poway/296,Poway,Open,14823 Pomerado Rd,Poway,San Diego,California,CA,92064-2803,US,32.980582,-117.060866,America/Los_Angeles,Pfresh,110863,858-679-8202,06,06073,06073017040,060730170401000,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
298,ventura-main-street,https://www.target.com/sl/ventura-main-street/298,Ventura Main Street,Open,4200 E Main St,Ventura,Ventura,California,CA,93003-5230,US,34.261914,-119.237025,America/Los_Angeles,Pfresh,135373,805-644-9871,06,06111,06111002800,061110028001011,37100,348,Ventura County,"Oxnard-Thousand Oaks-Ventura, CA",TRUE,"Los Angeles-Long Beach, CA"
299,northridge,https://www.target.com/sl/northridge/299,Northridge,Open,8840 Corbin Ave,Northridge,Los Angeles,California,CA,91324-3309,US,34.230802,-118.560808,America/Los_Angeles,Pfresh,108418,818-772-0494,06,06037,06037113424,060371134241000,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
300,alicia-parkway,https://www.target.com/sl/alicia-parkway/300,Alicia Parkway,Open,24500 Alicia Pkwy,Mission Viejo,Orange,California,CA,92691-4508,US,33.60628,-117.689,America/Los_Angeles,Pfresh,108810,949-583-1298,06,06059,06059032015,060590320154001,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
301,rancho-cucamonga,https://www.target.com/sl/rancho-cucamonga/301,Rancho Cucamonga,Open,10576 Foothill Blvd,Rancho Cucamonga,San Bernardino,California,CA,91730-3890,US,34.108229,-117.573899,America/Los_Angeles,Pfresh,165281,909-948-9952,06,06071,06071002051,060710020511013,40140,348,San Bernardino County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
302,duarte,https://www.target.com/sl/duarte/302,Duarte,Open,1050 Huntington Dr,Duarte,Los Angeles,California,CA,91010-2475,US,34.138102,-117.982918,America/Los_Angeles,Pfresh,107227,626-303-8858,06,06037,06037430101,060374301013007,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
303,oceanside,https://www.target.com/sl/oceanside/303,Oceanside,Open,2255 S El Camino Real,Oceanside,San Diego,California,CA,92054-6318,US,33.184026,-117.329697,America/Los_Angeles,Pfresh,108937,760-967-8335,06,06073,06073018504,060730185044007,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
304,el-cajon,https://www.target.com/sl/el-cajon/304,El Cajon,Open,250 Broadway,El Cajon,San Diego,California,CA,92021-4539,US,32.809271,-116.958998,America/Los_Angeles,Pfresh,106693,619-442-9641,06,06073,06073016504,060730165044003,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
305,mira-mesa,https://www.target.com/sl/mira-mesa/305,Mira Mesa,Open,8251 Mira Mesa Blvd,San Diego,San Diego,California,CA,92126-2603,US,32.910813,-117.146313,America/Los_Angeles,Pfresh,112689,858-530-1901,06,06073,06073008351,060730083511000,41740,,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",TRUE,
307,palm-springs,https://www.target.com/sl/palm-springs/307,Palm Springs,Open,67750 E Palm Canyon Dr,Cathedral City,Riverside,California,CA,92234-5441,US,33.789552,-116.481456,America/Los_Angeles,Pfresh,120265,760-321-7425,06,06065,06065941001,060659410011003,40140,348,Riverside County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
309,santa-maria,https://www.target.com/sl/santa-maria/309,Santa Maria,Open,223 E Betteravia Rd,Santa Maria,Santa Barbara,California,CA,93454-7803,US,34.922576,-120.434178,America/Los_Angeles,Pfresh,109503,805-922-9904,06,06083,06083002103,060830021032011,42200,,Santa Barbara County,"Santa Maria-Santa Barbara, CA",TRUE,
310,sacramento-riverside,https://www.target.com/sl/sacramento-riverside/310,Sacramento Riverside,Open,2505 Riverside Blvd,Sacramento,Sacramento,California,CA,95818-2234,US,38.562221,-121.49751,America/Los_Angeles,Pfresh,113848,916-444-0993,06,06067,06067002300,060670023004002,40900,472,Sacramento County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
311,sacramento-madison,https://www.target.com/sl/sacramento-madison/311,Sacramento Madison,Open,5001 Madison Ave,Sacramento,Sacramento,California,CA,95841-2604,US,38.66161,-121.349226,America/Los_Angeles,Pfresh,105910,916-348-3701,06,06067,06067007501,060670075015008,40900,472,Sacramento County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
312,sacramento-arden,https://www.target.com/sl/sacramento-arden/312,Sacramento Arden,Open,1919 Fulton Ave,Sacramento,Sacramento,California,CA,95825-1905,US,38.600567,-121.403401,America/Los_Angeles,Pfresh,123779,916-483-6093,06,06067,06067005505,060670055053001,40900,472,Sacramento County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
313,stockton,https://www.target.com/sl/stockton/313,Stockton,Open,4707 Pacific Ave,Stockton,San Joaquin,California,CA,95207-6301,US,37.991634,-121.314598,America/Los_Angeles,Pfresh,124301,209-476-8081,06,06077,06077003111,060770031112000,44700,488,San Joaquin County,"Stockton-Lodi, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
314,fresno-south,https://www.target.com/sl/fresno-south/314,Fresno South,Open,3173 E Shields Ave,Fresno,Fresno,California,CA,93726-6902,US,36.780352,-119.771179,America/Los_Angeles,Pfresh,106044,559-228-8471,06,06019,06019005203,060190052031003,23420,260,Fresno County,"Fresno, CA",TRUE,"Fresno-Hanford-Corcoran, CA"
317,chico,https://www.target.com/sl/chico/317,Chico,Open,1951 E 20th St,Chico,Butte,California,CA,95928-6300,US,39.725986,-121.80319,America/Los_Angeles,Pfresh,105925,530-343-3770,06,06007,06007000903,060070009031001,17020,,Butte County,"Chico, CA",TRUE,
318,yuba-city,https://www.target.com/sl/yuba-city/318,Yuba City,Open,1153 Butte House Rd,Yuba City,Sutter,California,CA,95991-3102,US,39.146583,-121.632829,America/Los_Angeles,Pfresh,132607,530-671-6881,06,06101,06101050102,061010501021009,49700,472,Sutter County,"Yuba City, CA",TRUE,"Sacramento-Roseville, CA"
319,tempe,https://www.target.com/sl/tempe/319,Tempe,Open,1818 E Baseline Rd,Tempe,Maricopa,Arizona,AZ,85283-1502,US,33.379204,-111.907465,America/Phoenix,Pfresh,115905,480-831-9162,04,04013,04013319402,040133194022025,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
320,colma,https://www.target.com/sl/colma/320,Colma,Open,5001 Junipero Serra Blvd,Colma,San Mateo,California,CA,94014-3217,US,37.673739,-122.464936,America/Los_Angeles,Pfresh,145461,650-992-8433,06,06081,06081601601,060816016011011,41860,488,San Mateo County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
321,redwood-city,https://www.target.com/sl/redwood-city/321,Redwood City,Open,2485 El Camino Real,Redwood City,San Mateo,California,CA,94063-2849,US,37.475146,-122.217683,America/Los_Angeles,Pfresh,125769,650-363-8940,06,06081,06081610700,060816107002002,41860,488,San Mateo County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
322,mountain-view,https://www.target.com/sl/mountain-view/322,Mountain View,Open,555 Showers Dr,Mountain View,Santa Clara,California,CA,94040-1432,US,37.401165,-122.106321,America/Los_Angeles,Gen Merch,111218,650-965-7764,06,06085,06085509404,060855094044009,41940,488,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
323,cupertino-de-anza-blvd,https://www.target.com/sl/cupertino-de-anza-blvd/323,Cupertino De Anza Blvd,Open,20745 Stevens Creek Blvd,Cupertino,Santa Clara,California,CA,95014-2123,US,37.323944,-122.036425,America/Los_Angeles,Pfresh,128750,408-725-2651,06,06085,06085507806,060855078064008,41940,488,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
324,san-jose-west,https://www.target.com/sl/san-jose-west/324,San Jose West,Open,1811 Hillsdale Ave,San Jose,Santa Clara,California,CA,95124-3027,US,37.264626,-121.918805,America/Los_Angeles,Pfresh,133656,408-267-7900,06,06085,06085502902,060855029023023,41940,488,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
328,dublin,https://www.target.com/sl/dublin/328,Dublin,Open,7200 Amador Plaza Rd,Dublin,Alameda,California,CA,94568-2320,US,37.706588,-121.931028,America/Los_Angeles,Pfresh,120445,925-829-8900,06,06001,06001450400,060014504003013,41860,488,Alameda County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
330,pleasant-hill,https://www.target.com/sl/pleasant-hill/330,Pleasant Hill,Open,560 Contra Costa Blvd,Pleasant Hill,Contra Costa,California,CA,94523-1216,US,37.97736,-122.067,America/Los_Angeles,Pfresh,112278,925-685-6069,06,06013,06013321200,060133212002008,41860,488,Contra Costa County,"San Francisco-Oakland-Fremont, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
331,vallejo,https://www.target.com/sl/vallejo/331,Vallejo,Open,904 Admiral Callaghan Lane,Vallejo,Solano,California,CA,94591-3680,US,38.132407,-122.222603,America/Los_Angeles,Pfresh,106169,707-642-0419,06,06095,06095250105,060952501052025,46700,488,Solano County,"Vallejo, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
